name,img,img_analysis,threeD,in:Iteration,in:Grid Type,in:FAR,in:Density Distribution (%),in:Greenspace (%),in:Park Attractor (type),in:Building Type (type),out:Landmark View (sm),out:Daylighting,out:Energy Efficiency Ratio,out:Hours Add. Comfort,out:Surprise,out:Population
Design Space,images/image_00000.png,images/analysis_00000.png,json/00000.json,0,0,5,1.0 To 1.0,0.05,0,0,694.15,28.49,4.01,364,0.45,17742
Design Space,images/image_00001.png,images/analysis_00001.png,json/00001.json,1,0,5,1.0 To 1.0,0.15,0,0,271.53,68.61,7.42,371,0.39,17742
Design Space,images/image_00002.png,images/analysis_00002.png,json/00002.json,2,0,5,1.0 To 1.0,0.3,0,0,715.53,66.66,8.97,274,0.3,17742
Design Space,images/image_00003.png,images/analysis_00003.png,json/00003.json,3,0,5,1.0 To 1.0,0.6,0,0,569.32,72.47,13.6,160,0.37,17742
Design Space,images/image_00004.png,images/analysis_00004.png,json/00004.json,4,0,5,1.0 To 1.0,0.05,1,0,84.20,30.41,4.1,328,0.51,17742
Design Space,images/image_00005.png,images/analysis_00005.png,json/00005.json,5,0,5,1.0 To 1.0,0.15,1,0,250.60,66.08,7.61,379,0.34,17742
Design Space,images/image_00006.png,images/analysis_00006.png,json/00006.json,6,0,5,1.0 To 1.0,0.3,1,0,540.81,66.83,9.1,273,0.25,17742
Design Space,images/image_00007.png,images/analysis_00007.png,json/00007.json,7,0,5,1.0 To 1.0,0.6,1,0,502.44,72.74,13.6,157,0.15,17742
Design Space,images/image_00008.png,images/analysis_00008.png,json/00008.json,8,0,5,1.0 To 1.0,0.05,2,0,471.09,28.84,4.01,361,0.5,17742
Design Space,images/image_00009.png,images/analysis_00009.png,json/00009.json,9,0,5,1.0 To 1.0,0.15,2,0,221.21,71.67,5.12,408,0.42,17742
Design Space,images/image_00010.png,images/analysis_00010.png,json/00010.json,10,0,5,1.0 To 1.0,0.3,2,0,532.59,82.87,9.66,385,0.46,17742
Design Space,images/image_00011.png,images/analysis_00011.png,json/00011.json,11,0,5,1.0 To 1.0,0.6,2,0,1139.29,92.65,11.22,283,0.35,17742
Design Space,images/image_00012.png,images/analysis_00012.png,json/00012.json,12,1,5,1.0 To 1.0,0.05,0,0,380.67,31.89,4.02,368,0.4,17742
Design Space,images/image_00013.png,images/analysis_00013.png,json/00013.json,13,1,5,1.0 To 1.0,0.15,0,0,731.56,64.84,6.53,381,0.25,17742
Design Space,images/image_00014.png,images/analysis_00014.png,json/00014.json,14,1,5,1.0 To 1.0,0.3,0,0,427.98,61.75,7.93,289,0.21,17742
Design Space,images/image_00015.png,images/analysis_00015.png,json/00015.json,15,1,5,1.0 To 1.0,0.6,0,0,312.58,64.45,16.48,171,0.35,17742
Design Space,images/image_00016.png,images/analysis_00016.png,json/00016.json,16,1,5,1.0 To 1.0,0.05,1,0,972.50,29.67,4.08,345,0.38,17742
Design Space,images/image_00017.png,images/analysis_00017.png,json/00017.json,17,1,5,1.0 To 1.0,0.15,1,0,408.16,59.99,6.58,305,0.23,17742
Design Space,images/image_00018.png,images/analysis_00018.png,json/00018.json,18,1,5,1.0 To 1.0,0.3,1,0,584.62,64.25,7.9,279,0.24,17742
Design Space,images/image_00019.png,images/analysis_00019.png,json/00019.json,19,1,5,1.0 To 1.0,0.6,1,0,540.19,67.49,15.57,159,0.16,17742
Design Space,images/image_00020.png,images/analysis_00020.png,json/00020.json,20,1,5,1.0 To 1.0,0.05,2,0,903.64,31.29,4,364,0.43,17742
Design Space,images/image_00021.png,images/analysis_00021.png,json/00021.json,21,1,5,1.0 To 1.0,0.15,2,0,587.21,70.16,6.64,408,0.34,17742
Design Space,images/image_00022.png,images/analysis_00022.png,json/00022.json,22,1,5,1.0 To 1.0,0.3,2,0,795.74,77.69,7.86,400,0.36,17742
Design Space,images/image_00023.png,images/analysis_00023.png,json/00023.json,23,1,5,1.0 To 1.0,0.6,2,0,890.48,92.69,13.38,279,0.52,17742
Design Space,images/image_00024.png,images/analysis_00024.png,json/00024.json,24,2,5,1.0 To 1.0,0.05,0,0,462.73,31.73,4.09,378,0.38,17742
Design Space,images/image_00025.png,images/analysis_00025.png,json/00025.json,25,2,5,1.0 To 1.0,0.15,0,0,293.98,33.61,5.07,331,0.37,17742
Design Space,images/image_00026.png,images/analysis_00026.png,json/00026.json,26,2,5,1.0 To 1.0,0.3,0,0,965.08,66.52,8.29,333,0.23,17742
Design Space,images/image_00027.png,images/analysis_00027.png,json/00027.json,27,2,5,1.0 To 1.0,0.6,0,0,584.08,66.25,16.44,188,0.41,17742
Design Space,images/image_00028.png,images/analysis_00028.png,json/00028.json,28,2,5,1.0 To 1.0,0.05,1,0,984.62,31.76,4.09,353,0.44,17742
Design Space,images/image_00029.png,images/analysis_00029.png,json/00029.json,29,2,5,1.0 To 1.0,0.15,1,0,841.80,32.56,5.01,291,0.38,17742
Design Space,images/image_00030.png,images/analysis_00030.png,json/00030.json,30,2,5,1.0 To 1.0,0.3,1,0,736.85,66.44,7.82,312,0.2,17742
Design Space,images/image_00031.png,images/analysis_00031.png,json/00031.json,31,2,5,1.0 To 1.0,0.6,1,0,801.18,63.86,17.68,165,0.14,17742
Design Space,images/image_00032.png,images/analysis_00032.png,json/00032.json,32,2,5,1.0 To 1.0,0.05,2,0,168.29,33.94,4.01,387,0.42,17742
Design Space,images/image_00033.png,images/analysis_00033.png,json/00033.json,33,2,5,1.0 To 1.0,0.15,2,0,618.57,69.39,6.62,415,0.42,17742
Design Space,images/image_00034.png,images/analysis_00034.png,json/00034.json,34,2,5,1.0 To 1.0,0.3,2,0,654.28,79.74,7.9,382,0.39,17742
Design Space,images/image_00035.png,images/analysis_00035.png,json/00035.json,35,2,5,1.0 To 1.0,0.6,2,0,1152.46,89.47,13.32,289,0.46,17742
Design Space,images/image_00036.png,images/analysis_00036.png,json/00036.json,36,3,5,1.0 To 1.0,0.05,0,0,530.66,28.69,4.14,376,0.38,17742
Design Space,images/image_00037.png,images/analysis_00037.png,json/00037.json,37,3,5,1.0 To 1.0,0.15,0,0,985.65,32.35,5.21,342,0.36,17742
Design Space,images/image_00038.png,images/analysis_00038.png,json/00038.json,38,3,5,1.0 To 1.0,0.3,0,0,954.87,63.05,7.64,330,0.21,17742
Design Space,images/image_00039.png,images/analysis_00039.png,json/00039.json,39,3,5,1.0 To 1.0,0.6,0,0,959.24,66.21,16.66,199,0.31,17742
Design Space,images/image_00040.png,images/analysis_00040.png,json/00040.json,40,3,5,1.0 To 1.0,0.05,1,0,410.37,29.1,4.1,348,0.4,17742
Design Space,images/image_00041.png,images/analysis_00041.png,json/00041.json,41,3,5,1.0 To 1.0,0.15,1,0,737.03,63.37,6.44,335,0.23,17742
Design Space,images/image_00042.png,images/analysis_00042.png,json/00042.json,42,3,5,1.0 To 1.0,0.3,1,0,842.03,63.99,7.62,305,0.19,17742
Design Space,images/image_00043.png,images/analysis_00043.png,json/00043.json,43,3,5,1.0 To 1.0,0.6,1,0,482.27,59.55,17.75,186,0.15,17742
Design Space,images/image_00044.png,images/analysis_00044.png,json/00044.json,44,3,5,1.0 To 1.0,0.05,2,0,389.67,32.65,4.02,377,0.41,17742
Design Space,images/image_00045.png,images/analysis_00045.png,json/00045.json,45,3,5,1.0 To 1.0,0.15,2,0,122.15,40.24,5.04,424,0.4,17742
Design Space,images/image_00046.png,images/analysis_00046.png,json/00046.json,46,3,5,1.0 To 1.0,0.3,2,0,406.86,79.52,7.39,388,0.36,17742
Design Space,images/image_00047.png,images/analysis_00047.png,json/00047.json,47,3,5,1.0 To 1.0,0.6,2,0,1130.20,89.25,13.57,304,0.45,17742
Design Space,images/image_00048.png,images/analysis_00048.png,json/00048.json,48,4,5,1.0 To 1.0,0.05,0,0,292.87,28.42,3.82,279,0.45,17742
Design Space,images/image_00049.png,images/analysis_00049.png,json/00049.json,49,4,5,1.0 To 1.0,0.15,0,0,405.22,35.55,4.87,275,0.43,17742
Design Space,images/image_00050.png,images/analysis_00050.png,json/00050.json,50,4,5,1.0 To 1.0,0.3,0,0,668.34,61.62,7.27,275,0.28,17742
Design Space,images/image_00051.png,images/analysis_00051.png,json/00051.json,51,4,5,1.0 To 1.0,0.6,0,0,520.63,62.72,17.16,183,0.41,17742
Design Space,images/image_00052.png,images/analysis_00052.png,json/00052.json,52,4,5,1.0 To 1.0,0.05,1,0,577.68,31.29,3.85,273,0.48,17742
Design Space,images/image_00053.png,images/analysis_00053.png,json/00053.json,53,4,5,1.0 To 1.0,0.15,1,0,84.72,35.62,4.84,251,0.42,17742
Design Space,images/image_00054.png,images/analysis_00054.png,json/00054.json,54,4,5,1.0 To 1.0,0.3,1,0,417.85,59.43,7.18,210,0.26,17742
Design Space,images/image_00055.png,images/analysis_00055.png,json/00055.json,55,4,5,1.0 To 1.0,0.6,1,0,865.33,66.65,16.16,166,0.22,17742
Design Space,images/image_00056.png,images/analysis_00056.png,json/00056.json,56,4,5,1.0 To 1.0,0.05,2,0,227.71,35.39,3.99,291,0.45,17742
Design Space,images/image_00057.png,images/analysis_00057.png,json/00057.json,57,4,5,1.0 To 1.0,0.15,2,0,420.20,68.64,5.9,335,0.39,17742
Design Space,images/image_00058.png,images/analysis_00058.png,json/00058.json,58,4,5,1.0 To 1.0,0.3,2,0,679.01,77.37,6.58,322,0.45,17742
Design Space,images/image_00059.png,images/analysis_00059.png,json/00059.json,59,4,5,1.0 To 1.0,0.6,2,0,839.42,87.62,12.73,296,0.49,17742
Design Space,images/image_00060.png,images/analysis_00060.png,json/00060.json,60,5,5,1.0 To 1.0,0.05,0,0,253.34,32.24,3.99,324,0.53,17742
Design Space,images/image_00061.png,images/analysis_00061.png,json/00061.json,61,5,5,1.0 To 1.0,0.15,0,0,299.04,60.76,6.38,349,0.39,17742
Design Space,images/image_00062.png,images/analysis_00062.png,json/00062.json,62,5,5,1.0 To 1.0,0.3,0,0,211.93,63.2,7.8,250,0.36,17742
Design Space,images/image_00063.png,images/analysis_00063.png,json/00063.json,63,5,5,1.0 To 1.0,0.6,0,0,313.00,65.17,15.54,177,0.44,17742
Design Space,images/image_00064.png,images/analysis_00064.png,json/00064.json,64,5,5,1.0 To 1.0,0.05,1,0,68.68,32.25,4.05,302,0.55,17742
Design Space,images/image_00065.png,images/analysis_00065.png,json/00065.json,65,5,5,1.0 To 1.0,0.15,1,0,742.31,33.51,4.93,281,0.45,17742
Design Space,images/image_00066.png,images/analysis_00066.png,json/00066.json,66,5,5,1.0 To 1.0,0.3,1,0,441.77,62.75,7.81,221,0.26,17742
Design Space,images/image_00067.png,images/analysis_00067.png,json/00067.json,67,5,5,1.0 To 1.0,0.6,1,0,848.31,62.23,18.23,145,0.18,17742
Design Space,images/image_00068.png,images/analysis_00068.png,json/00068.json,68,5,5,1.0 To 1.0,0.05,2,0,198.18,35.74,4.13,332,0.54,17742
Design Space,images/image_00069.png,images/analysis_00069.png,json/00069.json,69,5,5,1.0 To 1.0,0.15,2,0,814.56,67.87,6.3,377,0.47,17742
Design Space,images/image_00070.png,images/analysis_00070.png,json/00070.json,70,5,5,1.0 To 1.0,0.3,2,0,671.45,77.12,7.46,369,0.42,17742
Design Space,images/image_00071.png,images/analysis_00071.png,json/00071.json,71,5,5,1.0 To 1.0,0.6,2,0,1187.85,90.1,13.26,290,0.55,17742
Design Space,images/image_00072.png,images/analysis_00072.png,json/00072.json,72,0,5,1.0 To 1.0,0.05,0,1,835.61,51.09,5.7,354,0.19,17742
Design Space,images/image_00073.png,images/analysis_00073.png,json/00073.json,73,0,5,1.0 To 1.0,0.15,0,1,995.14,79.35,5.97,326,0.15,17742
Design Space,images/image_00074.png,images/analysis_00074.png,json/00074.json,74,0,5,1.0 To 1.0,0.3,0,1,291.08,74.81,7.29,212,0.25,17742
Design Space,images/image_00075.png,images/analysis_00075.png,json/00075.json,75,0,5,1.0 To 1.0,0.6,0,1,243.91,78.48,14.24,143,0.38,17742
Design Space,images/image_00076.png,images/analysis_00076.png,json/00076.json,76,0,5,1.0 To 1.0,0.05,1,1,622.29,50.85,5.67,315,0.22,17742
Design Space,images/image_00077.png,images/analysis_00077.png,json/00077.json,77,0,5,1.0 To 1.0,0.15,1,1,496.76,76.75,5.9,273,0.17,17742
Design Space,images/image_00078.png,images/analysis_00078.png,json/00078.json,78,0,5,1.0 To 1.0,0.3,1,1,595.20,75.38,7.14,214,0.15,17742
Design Space,images/image_00079.png,images/analysis_00079.png,json/00079.json,79,0,5,1.0 To 1.0,0.6,1,1,563.34,84.6,12.71,134,0.22,17742
Design Space,images/image_00080.png,images/analysis_00080.png,json/00080.json,80,0,5,1.0 To 1.0,0.05,2,1,609.95,51.25,5.58,359,0.21,17742
Design Space,images/image_00081.png,images/analysis_00081.png,json/00081.json,81,0,5,1.0 To 1.0,0.15,2,1,552.35,57.17,6.63,347,0.31,17742
Design Space,images/image_00082.png,images/analysis_00082.png,json/00082.json,82,0,5,1.0 To 1.0,0.3,2,1,660.95,90.02,7.22,336,0.29,17742
Design Space,images/image_00083.png,images/analysis_00083.png,json/00083.json,83,0,5,1.0 To 1.0,0.6,2,1,832.69,95.29,11.03,227,0.42,17742
Design Space,images/image_00084.png,images/analysis_00084.png,json/00084.json,84,1,5,1.0 To 1.0,0.05,0,1,287.68,53.86,5.53,349,0.16,17742
Design Space,images/image_00085.png,images/analysis_00085.png,json/00085.json,85,1,5,1.0 To 1.0,0.15,0,1,226.75,80.2,5.45,284,0.11,17742
Design Space,images/image_00086.png,images/analysis_00086.png,json/00086.json,86,1,5,1.0 To 1.0,0.3,0,1,112.92,78.61,6.99,214,0.2,17742
Design Space,images/image_00087.png,images/analysis_00087.png,json/00087.json,87,1,5,1.0 To 1.0,0.6,0,1,925.90,76,13.74,140,0.38,17742
Design Space,images/image_00088.png,images/analysis_00088.png,json/00088.json,88,1,5,1.0 To 1.0,0.05,1,1,533.81,54.06,5.43,330,0.18,17742
Design Space,images/image_00089.png,images/analysis_00089.png,json/00089.json,89,1,5,1.0 To 1.0,0.15,1,1,427.53,78.49,5.52,225,0.11,17742
Design Space,images/image_00090.png,images/analysis_00090.png,json/00090.json,90,1,5,1.0 To 1.0,0.3,1,1,773.89,77.54,6.86,221,0.18,17742
Design Space,images/image_00091.png,images/analysis_00091.png,json/00091.json,91,1,5,1.0 To 1.0,0.6,1,1,611.66,82.9,12.87,129,0.18,17742
Design Space,images/image_00092.png,images/analysis_00092.png,json/00092.json,92,1,5,1.0 To 1.0,0.05,2,1,190.52,51.79,5.47,346,0.21,17742
Design Space,images/image_00093.png,images/analysis_00093.png,json/00093.json,93,1,5,1.0 To 1.0,0.15,2,1,819.22,83.83,5.53,284,0.13,17742
Design Space,images/image_00094.png,images/analysis_00094.png,json/00094.json,94,1,5,1.0 To 1.0,0.3,2,1,391.76,87.89,6.96,279,0.25,17742
Design Space,images/image_00095.png,images/analysis_00095.png,json/00095.json,95,1,5,1.0 To 1.0,0.6,2,1,865.04,94.29,11.83,240,0.4,17742
Design Space,images/image_00096.png,images/analysis_00096.png,json/00096.json,96,2,5,1.0 To 1.0,0.05,0,1,154.16,51.86,5.59,369,0.15,17742
Design Space,images/image_00097.png,images/analysis_00097.png,json/00097.json,97,2,5,1.0 To 1.0,0.15,0,1,768.50,49.7,7.21,327,0.21,17742
Design Space,images/image_00098.png,images/analysis_00098.png,json/00098.json,98,2,5,1.0 To 1.0,0.3,0,1,680.94,80.68,6.73,225,0.19,17742
Design Space,images/image_00099.png,images/analysis_00099.png,json/00099.json,99,2,5,1.0 To 1.0,0.6,0,1,554.76,81.21,12.79,169,0.4,17742
Design Space,images/image_00100.png,images/analysis_00100.png,json/00100.json,100,2,5,1.0 To 1.0,0.05,1,1,377.96,51.85,5.55,346,0.19,17742
Design Space,images/image_00101.png,images/analysis_00101.png,json/00101.json,101,2,5,1.0 To 1.0,0.15,1,1,621.36,49.75,6.89,290,0.22,17742
Design Space,images/image_00102.png,images/analysis_00102.png,json/00102.json,102,2,5,1.0 To 1.0,0.3,1,1,772.54,82.46,7.21,238,0.17,17742
Design Space,images/image_00103.png,images/analysis_00103.png,json/00103.json,103,2,5,1.0 To 1.0,0.6,1,1,348.21,78.35,13.91,160,0.12,17742
Design Space,images/image_00104.png,images/analysis_00104.png,json/00104.json,104,2,5,1.0 To 1.0,0.05,2,1,533.34,52.19,5.5,357,0.17,17742
Design Space,images/image_00105.png,images/analysis_00105.png,json/00105.json,105,2,5,1.0 To 1.0,0.15,2,1,317.23,80.93,5.32,294,0.17,17742
Design Space,images/image_00106.png,images/analysis_00106.png,json/00106.json,106,2,5,1.0 To 1.0,0.3,2,1,762.85,85.99,6.91,283,0.2,17742
Design Space,images/image_00107.png,images/analysis_00107.png,json/00107.json,107,2,5,1.0 To 1.0,0.6,2,1,473.15,98.64,11.14,283,0.39,17742
Design Space,images/image_00108.png,images/analysis_00108.png,json/00108.json,108,3,5,1.0 To 1.0,0.05,0,1,732.89,52.27,5.38,348,0.18,17742
Design Space,images/image_00109.png,images/analysis_00109.png,json/00109.json,109,3,5,1.0 To 1.0,0.15,0,1,421.90,49.03,6.89,330,0.25,17742
Design Space,images/image_00110.png,images/analysis_00110.png,json/00110.json,110,3,5,1.0 To 1.0,0.3,0,1,228.41,80.66,6.93,240,0.19,17742
Design Space,images/image_00111.png,images/analysis_00111.png,json/00111.json,111,3,5,1.0 To 1.0,0.6,0,1,833.88,77.91,12.97,165,0.36,17742
Design Space,images/image_00112.png,images/analysis_00112.png,json/00112.json,112,3,5,1.0 To 1.0,0.05,1,1,814.14,50.66,5.59,340,0.18,17742
Design Space,images/image_00113.png,images/analysis_00113.png,json/00113.json,113,3,5,1.0 To 1.0,0.15,1,1,743.10,82.2,5.02,238,0.06,17742
Design Space,images/image_00114.png,images/analysis_00114.png,json/00114.json,114,3,5,1.0 To 1.0,0.3,1,1,799.72,83.02,6.71,218,0.17,17742
Design Space,images/image_00115.png,images/analysis_00115.png,json/00115.json,115,3,5,1.0 To 1.0,0.6,1,1,354.53,78.31,14.47,160,0.16,17742
Design Space,images/image_00116.png,images/analysis_00116.png,json/00116.json,116,3,5,1.0 To 1.0,0.05,2,1,892.24,52.11,5.34,359,0.22,17742
Design Space,images/image_00117.png,images/analysis_00117.png,json/00117.json,117,3,5,1.0 To 1.0,0.15,2,1,224.40,86.96,5.12,310,0.17,17742
Design Space,images/image_00118.png,images/analysis_00118.png,json/00118.json,118,3,5,1.0 To 1.0,0.3,2,1,490.33,89.11,6.89,305,0.23,17742
Design Space,images/image_00119.png,images/analysis_00119.png,json/00119.json,119,3,5,1.0 To 1.0,0.6,2,1,443.55,95.07,11.68,234,0.38,17742
Design Space,images/image_00120.png,images/analysis_00120.png,json/00120.json,120,4,5,1.0 To 1.0,0.05,0,1,329.10,52.27,5.38,274,0.31,17742
Design Space,images/image_00121.png,images/analysis_00121.png,json/00121.json,121,4,5,1.0 To 1.0,0.15,0,1,104.62,53.12,6.55,262,0.33,17742
Design Space,images/image_00122.png,images/analysis_00122.png,json/00122.json,122,4,5,1.0 To 1.0,0.3,0,1,184.46,78.52,7.83,229,0.33,17742
Design Space,images/image_00123.png,images/analysis_00123.png,json/00123.json,123,4,5,1.0 To 1.0,0.6,0,1,639.14,80.46,13.5,151,0.42,17742
Design Space,images/image_00124.png,images/analysis_00124.png,json/00124.json,124,4,5,1.0 To 1.0,0.05,1,1,89.56,53.11,5.35,268,0.32,17742
Design Space,images/image_00125.png,images/analysis_00125.png,json/00125.json,125,4,5,1.0 To 1.0,0.15,1,1,804.00,76.89,5.92,236,0.29,17742
Design Space,images/image_00126.png,images/analysis_00126.png,json/00126.json,126,4,5,1.0 To 1.0,0.3,1,1,186.70,77.01,7.04,184,0.29,17742
Design Space,images/image_00127.png,images/analysis_00127.png,json/00127.json,127,4,5,1.0 To 1.0,0.6,1,1,619.64,77.92,12.44,118,0.21,17742
Design Space,images/image_00128.png,images/analysis_00128.png,json/00128.json,128,4,5,1.0 To 1.0,0.05,2,1,718.69,52.82,5.32,273,0.31,17742
Design Space,images/image_00129.png,images/analysis_00129.png,json/00129.json,129,4,5,1.0 To 1.0,0.15,2,1,636.44,79.75,6.03,260,0.34,17742
Design Space,images/image_00130.png,images/analysis_00130.png,json/00130.json,130,4,5,1.0 To 1.0,0.3,2,1,902.61,80.17,7.16,264,0.35,17742
Design Space,images/image_00131.png,images/analysis_00131.png,json/00131.json,131,4,5,1.0 To 1.0,0.6,2,1,557.04,95.43,11.29,209,0.44,17742
Design Space,images/image_00132.png,images/analysis_00132.png,json/00132.json,132,5,5,1.0 To 1.0,0.05,0,1,359.49,51.07,5.33,304,0.31,17742
Design Space,images/image_00133.png,images/analysis_00133.png,json/00133.json,133,5,5,1.0 To 1.0,0.15,0,1,734.16,50.2,6.58,263,0.36,17742
Design Space,images/image_00134.png,images/analysis_00134.png,json/00134.json,134,5,5,1.0 To 1.0,0.3,0,1,728.32,68.53,6.78,172,0.35,17742
Design Space,images/image_00135.png,images/analysis_00135.png,json/00135.json,135,5,5,1.0 To 1.0,0.6,0,1,437.32,80.77,11.67,143,0.42,17742
Design Space,images/image_00136.png,images/analysis_00136.png,json/00136.json,136,5,5,1.0 To 1.0,0.05,1,1,660.49,50.95,5.36,277,0.34,17742
Design Space,images/image_00137.png,images/analysis_00137.png,json/00137.json,137,5,5,1.0 To 1.0,0.15,1,1,114.73,71.28,5.79,221,0.23,17742
Design Space,images/image_00138.png,images/analysis_00138.png,json/00138.json,138,5,5,1.0 To 1.0,0.3,1,1,846.86,67.84,6.73,153,0.2,17742
Design Space,images/image_00139.png,images/analysis_00139.png,json/00139.json,139,5,5,1.0 To 1.0,0.6,1,1,485.91,74.73,13.62,118,0.2,17742
Design Space,images/image_00140.png,images/analysis_00140.png,json/00140.json,140,5,5,1.0 To 1.0,0.05,2,1,899.13,53.71,5.29,301,0.36,17742
Design Space,images/image_00141.png,images/analysis_00141.png,json/00141.json,141,5,5,1.0 To 1.0,0.15,2,1,436.61,76.68,5.73,257,0.24,17742
Design Space,images/image_00142.png,images/analysis_00142.png,json/00142.json,142,5,5,1.0 To 1.0,0.3,2,1,848.25,81.92,6.89,260,0.3,17742
Design Space,images/image_00143.png,images/analysis_00143.png,json/00143.json,143,5,5,1.0 To 1.0,0.6,2,1,697.22,92.47,11.4,196,0.41,17742
Design Space,images/image_00144.png,images/analysis_00144.png,json/00144.json,144,0,5,1.0 To 1.0,0.05,0,2,588.86,76.59,5.72,361,0.24,17742
Design Space,images/image_00145.png,images/analysis_00145.png,json/00145.json,145,0,5,1.0 To 1.0,0.15,0,2,211.55,65.69,7.42,316,0.31,17742
Design Space,images/image_00146.png,images/analysis_00146.png,json/00146.json,146,0,5,1.0 To 1.0,0.3,0,2,468.79,66.16,9.05,269,0.36,17742
Design Space,images/image_00147.png,images/analysis_00147.png,json/00147.json,147,0,5,1.0 To 1.0,0.6,0,2,739.58,76.64,20.15,152,0.38,17742
Design Space,images/image_00148.png,images/analysis_00148.png,json/00148.json,148,0,5,1.0 To 1.0,0.05,1,2,569.20,80.12,5.4,327,0.25,17742
Design Space,images/image_00149.png,images/analysis_00149.png,json/00149.json,149,0,5,1.0 To 1.0,0.15,1,2,836.27,65.91,7.75,310,0.33,17742
Design Space,images/image_00150.png,images/analysis_00150.png,json/00150.json,150,0,5,1.0 To 1.0,0.3,1,2,421.72,67.09,9.38,218,0.27,17742
Design Space,images/image_00151.png,images/analysis_00151.png,json/00151.json,151,0,5,1.0 To 1.0,0.6,1,2,998.19,83.08,17.37,147,0.16,17742
Design Space,images/image_00152.png,images/analysis_00152.png,json/00152.json,152,0,5,1.0 To 1.0,0.05,2,2,825.32,77.89,5.72,371,0.24,17742
Design Space,images/image_00153.png,images/analysis_00153.png,json/00153.json,153,0,5,1.0 To 1.0,0.15,2,2,619.81,67.21,7.84,382,0.43,17742
Design Space,images/image_00154.png,images/analysis_00154.png,json/00154.json,154,0,5,1.0 To 1.0,0.3,2,2,828.04,77.67,9.61,356,0.49,17742
Design Space,images/image_00155.png,images/analysis_00155.png,json/00155.json,155,0,5,1.0 To 1.0,0.6,2,2,650.82,95.26,15.13,253,0.44,17742
Design Space,images/image_00156.png,images/analysis_00156.png,json/00156.json,156,1,5,1.0 To 1.0,0.05,0,2,884.71,77.59,5.4,375,0.25,17742
Design Space,images/image_00157.png,images/analysis_00157.png,json/00157.json,157,1,5,1.0 To 1.0,0.15,0,2,781.74,65.4,6.38,330,0.29,17742
Design Space,images/image_00158.png,images/analysis_00158.png,json/00158.json,158,1,5,1.0 To 1.0,0.3,0,2,129.56,67.91,7.77,261,0.37,17742
Design Space,images/image_00159.png,images/analysis_00159.png,json/00159.json,159,1,5,1.0 To 1.0,0.6,0,2,745.70,74.94,19.74,150,0.38,17742
Design Space,images/image_00160.png,images/analysis_00160.png,json/00160.json,160,1,5,1.0 To 1.0,0.05,1,2,499.79,79.11,5.06,346,0.27,17742
Design Space,images/image_00161.png,images/analysis_00161.png,json/00161.json,161,1,5,1.0 To 1.0,0.15,1,2,478.36,65.42,6.46,272,0.34,17742
Design Space,images/image_00162.png,images/analysis_00162.png,json/00162.json,162,1,5,1.0 To 1.0,0.3,1,2,529.68,65.8,7.86,198,0.25,17742
Design Space,images/image_00163.png,images/analysis_00163.png,json/00163.json,163,1,5,1.0 To 1.0,0.6,1,2,519.59,82.44,18.15,147,0.18,17742
Design Space,images/image_00164.png,images/analysis_00164.png,json/00164.json,164,1,5,1.0 To 1.0,0.05,2,2,635.09,79.59,5.66,385,0.25,17742
Design Space,images/image_00165.png,images/analysis_00165.png,json/00165.json,165,1,5,1.0 To 1.0,0.15,2,2,193.88,68.62,6.56,373,0.45,17742
Design Space,images/image_00166.png,images/analysis_00166.png,json/00166.json,166,1,5,1.0 To 1.0,0.3,2,2,731.46,76.35,7.74,366,0.45,17742
Design Space,images/image_00167.png,images/analysis_00167.png,json/00167.json,167,1,5,1.0 To 1.0,0.6,2,2,1133.79,95.34,16.01,268,0.41,17742
Design Space,images/image_00168.png,images/analysis_00168.png,json/00168.json,168,2,5,1.0 To 1.0,0.05,0,2,782.47,83.36,4.97,364,0.24,17742
Design Space,images/image_00169.png,images/analysis_00169.png,json/00169.json,169,2,5,1.0 To 1.0,0.15,0,2,620.91,76.08,6.04,313,0.28,17742
Design Space,images/image_00170.png,images/analysis_00170.png,json/00170.json,170,2,5,1.0 To 1.0,0.3,0,2,716.96,71.54,8.05,293,0.3,17742
Design Space,images/image_00171.png,images/analysis_00171.png,json/00171.json,171,2,5,1.0 To 1.0,0.6,0,2,834.28,81.09,18.5,186,0.4,17742
Design Space,images/image_00172.png,images/analysis_00172.png,json/00172.json,172,2,5,1.0 To 1.0,0.05,1,2,559.42,83.5,4.79,339,0.26,17742
Design Space,images/image_00173.png,images/analysis_00173.png,json/00173.json,173,2,5,1.0 To 1.0,0.15,1,2,192.13,75.91,6.11,284,0.26,17742
Design Space,images/image_00174.png,images/analysis_00174.png,json/00174.json,174,2,5,1.0 To 1.0,0.3,1,2,181.22,71.03,7.7,277,0.22,17742
Design Space,images/image_00175.png,images/analysis_00175.png,json/00175.json,175,2,5,1.0 To 1.0,0.6,1,2,670.61,76.97,20.62,190,0.12,17742
Design Space,images/image_00176.png,images/analysis_00176.png,json/00176.json,176,2,5,1.0 To 1.0,0.05,2,2,326.59,79.8,4.99,359,0.3,17742
Design Space,images/image_00177.png,images/analysis_00177.png,json/00177.json,177,2,5,1.0 To 1.0,0.15,2,2,290.20,70.66,6.83,373,0.47,17742
Design Space,images/image_00178.png,images/analysis_00178.png,json/00178.json,178,2,5,1.0 To 1.0,0.3,2,2,697.50,78.41,7.81,344,0.41,17742
Design Space,images/image_00179.png,images/analysis_00179.png,json/00179.json,179,2,5,1.0 To 1.0,0.6,2,2,1120.10,98.95,15.86,317,0.39,17742
