name,img,img_analysis,threeD,in:Iteration,in:Grid Type,in:FAR,in:Density Distribution (%),in:Greenspace (%),in:Park Attractor (type),in:Building Type (type),out:Landmark View (sm),out:Daylighting,out:Energy Efficiency Ratio,out:Hours Add. Comfort,out:Surprise,out:Population
Design Space,images/image_02925.png,images/analysis_02925.png,json/02925.json,2925,3,6.3,4.0 To 1.0,0.15,2,1,433.34,74.52,6.87,342,0.21,22355
Design Space,images/image_02926.png,images/analysis_02926.png,json/02926.json,2926,3,6.3,4.0 To 1.0,0.3,2,1,282.97,88.08,8.56,315,0.23,22355
Design Space,images/image_02927.png,images/analysis_02927.png,json/02927.json,2927,3,6.3,4.0 To 1.0,0.6,2,1,761.95,92.66,14.27,287,0.41,22355
Design Space,images/image_02928.png,images/analysis_02928.png,json/02928.json,2928,4,6.3,4.0 To 1.0,0.05,0,1,531.06,64.17,6.65,301,0.24,22355
Design Space,images/image_02929.png,images/analysis_02929.png,json/02929.json,2929,4,6.3,4.0 To 1.0,0.15,0,1,959.56,67.18,8.07,282,0.27,22355
Design Space,images/image_02930.png,images/analysis_02930.png,json/02930.json,2930,4,6.3,4.0 To 1.0,0.3,0,1,256.22,69.99,9,219,0.29,22355
Design Space,images/image_02931.png,images/analysis_02931.png,json/02931.json,2931,4,6.3,4.0 To 1.0,0.6,0,1,690.97,78.74,15.72,167,0.42,22355
Design Space,images/image_02932.png,images/analysis_02932.png,json/02932.json,2932,4,6.3,4.0 To 1.0,0.05,1,1,161.32,65.69,7.66,306,0.25,22355
Design Space,images/image_02933.png,images/analysis_02933.png,json/02933.json,2933,4,6.3,4.0 To 1.0,0.15,1,1,911.60,69.38,8.1,285,0.26,22355
Design Space,images/image_02934.png,images/analysis_02934.png,json/02934.json,2934,4,6.3,4.0 To 1.0,0.3,1,1,306.81,72.5,8.64,209,0.24,22355
Design Space,images/image_02935.png,images/analysis_02935.png,json/02935.json,2935,4,6.3,4.0 To 1.0,0.6,1,1,352.29,75.8,15.5,143,0.2,22355
Design Space,images/image_02936.png,images/analysis_02936.png,json/02936.json,2936,4,6.3,4.0 To 1.0,0.05,2,1,115.43,68.97,8.1,323,0.3,22355
Design Space,images/image_02937.png,images/analysis_02937.png,json/02937.json,2937,4,6.3,4.0 To 1.0,0.15,2,1,480.04,73.69,6.78,303,0.3,22355
Design Space,images/image_02938.png,images/analysis_02938.png,json/02938.json,2938,4,6.3,4.0 To 1.0,0.3,2,1,537.23,81.25,9.18,291,0.3,22355
Design Space,images/image_02939.png,images/analysis_02939.png,json/02939.json,2939,4,6.3,4.0 To 1.0,0.6,2,1,891.77,92.64,14.42,250,0.45,22355
Design Space,images/image_02940.png,images/analysis_02940.png,json/02940.json,2940,5,6.3,4.0 To 1.0,0.05,0,1,692.08,57.86,6.44,285,0.25,22355
Design Space,images/image_02941.png,images/analysis_02941.png,json/02941.json,2941,5,6.3,4.0 To 1.0,0.15,0,1,161.99,66.69,7.23,260,0.29,22355
Design Space,images/image_02942.png,images/analysis_02942.png,json/02942.json,2942,5,6.3,4.0 To 1.0,0.3,0,1,687.78,67.37,9.17,196,0.37,22355
Design Space,images/image_02943.png,images/analysis_02943.png,json/02943.json,2943,5,6.3,4.0 To 1.0,0.6,0,1,788.02,78.33,12.4,158,0.42,22355
Design Space,images/image_02944.png,images/analysis_02944.png,json/02944.json,2944,5,6.3,4.0 To 1.0,0.05,1,1,135.68,64.84,7.38,277,0.21,22355
Design Space,images/image_02945.png,images/analysis_02945.png,json/02945.json,2945,5,6.3,4.0 To 1.0,0.15,1,1,247.51,63.22,7.16,221,0.22,22355
Design Space,images/image_02946.png,images/analysis_02946.png,json/02946.json,2946,5,6.3,4.0 To 1.0,0.3,1,1,560.25,67.24,8.41,170,0.24,22355
Design Space,images/image_02947.png,images/analysis_02947.png,json/02947.json,2947,5,6.3,4.0 To 1.0,0.6,1,1,594.01,69.49,15.74,132,0.22,22355
Design Space,images/image_02948.png,images/analysis_02948.png,json/02948.json,2948,5,6.3,4.0 To 1.0,0.05,2,1,269.70,63.57,7.25,298,0.27,22355
Design Space,images/image_02949.png,images/analysis_02949.png,json/02949.json,2949,5,6.3,4.0 To 1.0,0.15,2,1,533.57,71.9,7.12,278,0.26,22355
Design Space,images/image_02950.png,images/analysis_02950.png,json/02950.json,2950,5,6.3,4.0 To 1.0,0.3,2,1,595.77,81,8.66,284,0.33,22355
Design Space,images/image_02951.png,images/analysis_02951.png,json/02951.json,2951,5,6.3,4.0 To 1.0,0.6,2,1,848.15,89.37,14.38,240,0.4,22355
Design Space,images/image_02952.png,images/analysis_02952.png,json/02952.json,2952,0,6.3,4.0 To 1.0,0.05,0,2,842.93,69.16,7.51,406,0.25,22355
Design Space,images/image_02953.png,images/analysis_02953.png,json/02953.json,2953,0,6.3,4.0 To 1.0,0.15,0,2,877.71,72.29,8.45,307,0.22,22355
Design Space,images/image_02954.png,images/analysis_02954.png,json/02954.json,2954,0,6.3,4.0 To 1.0,0.3,0,2,256.28,74.1,10.99,245,0.25,22355
Design Space,images/image_02955.png,images/analysis_02955.png,json/02955.json,2955,0,6.3,4.0 To 1.0,0.6,0,2,471.71,70.15,23.96,174,0.38,22355
Design Space,images/image_02956.png,images/analysis_02956.png,json/02956.json,2956,0,6.3,4.0 To 1.0,0.05,1,2,199.92,72.4,9.05,389,0.25,22355
Design Space,images/image_02957.png,images/analysis_02957.png,json/02957.json,2957,0,6.3,4.0 To 1.0,0.15,1,2,936.92,73.52,8.8,326,0.3,22355
Design Space,images/image_02958.png,images/analysis_02958.png,json/02958.json,2958,0,6.3,4.0 To 1.0,0.3,1,2,838.70,74.15,11.57,253,0.2,22355
Design Space,images/image_02959.png,images/analysis_02959.png,json/02959.json,2959,0,6.3,4.0 To 1.0,0.6,1,2,779.22,78.65,19.3,178,0.18,22355
Design Space,images/image_02960.png,images/analysis_02960.png,json/02960.json,2960,0,6.3,4.0 To 1.0,0.05,2,2,259.79,71.8,8.7,418,0.22,22355
Design Space,images/image_02961.png,images/analysis_02961.png,json/02961.json,2961,0,6.3,4.0 To 1.0,0.15,2,2,538.10,73.92,9,377,0.29,22355
Design Space,images/image_02962.png,images/analysis_02962.png,json/02962.json,2962,0,6.3,4.0 To 1.0,0.3,2,2,999.85,78.17,11.5,366,0.31,22355
Design Space,images/image_02963.png,images/analysis_02963.png,json/02963.json,2963,0,6.3,4.0 To 1.0,0.6,2,2,993.41,91.27,23.15,313,0.44,22355
Design Space,images/image_02964.png,images/analysis_02964.png,json/02964.json,2964,1,6.3,4.0 To 1.0,0.05,0,2,951.12,68.12,6.41,382,0.18,22355
Design Space,images/image_02965.png,images/analysis_02965.png,json/02965.json,2965,1,6.3,4.0 To 1.0,0.15,0,2,159.81,73.15,8.17,335,0.21,22355
Design Space,images/image_02966.png,images/analysis_02966.png,json/02966.json,2966,1,6.3,4.0 To 1.0,0.3,0,2,287.21,73.78,11.46,278,0.25,22355
Design Space,images/image_02967.png,images/analysis_02967.png,json/02967.json,2967,1,6.3,4.0 To 1.0,0.6,0,2,570.02,64.8,24.96,173,0.36,22355
Design Space,images/image_02968.png,images/analysis_02968.png,json/02968.json,2968,1,6.3,4.0 To 1.0,0.05,1,2,730.58,70.17,8.42,400,0.21,22355
Design Space,images/image_02969.png,images/analysis_02969.png,json/02969.json,2969,1,6.3,4.0 To 1.0,0.15,1,2,893.56,70.57,9.94,287,0.23,22355
Design Space,images/image_02970.png,images/analysis_02970.png,json/02970.json,2970,1,6.3,4.0 To 1.0,0.3,1,2,604.83,74.63,11.27,283,0.23,22355
Design Space,images/image_02971.png,images/analysis_02971.png,json/02971.json,2971,1,6.3,4.0 To 1.0,0.6,1,2,665.19,78.17,22.03,181,0.17,22355
Design Space,images/image_02972.png,images/analysis_02972.png,json/02972.json,2972,1,6.3,4.0 To 1.0,0.05,2,2,334.52,72.47,8.25,405,0.26,22355
Design Space,images/image_02973.png,images/analysis_02973.png,json/02973.json,2973,1,6.3,4.0 To 1.0,0.15,2,2,984.35,76.19,7.75,366,0.32,22355
Design Space,images/image_02974.png,images/analysis_02974.png,json/02974.json,2974,1,6.3,4.0 To 1.0,0.3,2,2,851.54,79.06,10.47,342,0.28,22355
Design Space,images/image_02975.png,images/analysis_02975.png,json/02975.json,2975,1,6.3,4.0 To 1.0,0.6,2,2,864.04,91.86,21.43,293,0.37,22355
Design Space,images/image_02976.png,images/analysis_02976.png,json/02976.json,2976,2,6.3,4.0 To 1.0,0.05,0,2,546.76,68.08,6.9,389,0.15,22355
Design Space,images/image_02977.png,images/analysis_02977.png,json/02977.json,2977,2,6.3,4.0 To 1.0,0.15,0,2,927.66,73.04,8.25,312,0.23,22355
Design Space,images/image_02978.png,images/analysis_02978.png,json/02978.json,2978,2,6.3,4.0 To 1.0,0.3,0,2,652.11,77.1,10.87,274,0.31,22355
Design Space,images/image_02979.png,images/analysis_02979.png,json/02979.json,2979,2,6.3,4.0 To 1.0,0.6,0,2,527.73,78.75,21.77,201,0.4,22355
Design Space,images/image_02980.png,images/analysis_02980.png,json/02980.json,2980,2,6.3,4.0 To 1.0,0.05,1,2,924.21,74.54,7.83,368,0.21,22355
Design Space,images/image_02981.png,images/analysis_02981.png,json/02981.json,2981,2,6.3,4.0 To 1.0,0.15,1,2,500.82,74.53,9.6,319,0.19,22355
Design Space,images/image_02982.png,images/analysis_02982.png,json/02982.json,2982,2,6.3,4.0 To 1.0,0.3,1,2,298.75,76.98,10.71,261,0.21,22355
Design Space,images/image_02983.png,images/analysis_02983.png,json/02983.json,2983,2,6.3,4.0 To 1.0,0.6,1,2,1226.28,69.56,28.18,238,0.12,22355
Design Space,images/image_02984.png,images/analysis_02984.png,json/02984.json,2984,2,6.3,4.0 To 1.0,0.05,2,2,761.17,74.86,7.84,388,0.29,22355
Design Space,images/image_02985.png,images/analysis_02985.png,json/02985.json,2985,2,6.3,4.0 To 1.0,0.15,2,2,225.49,74.82,7.75,358,0.24,22355
Design Space,images/image_02986.png,images/analysis_02986.png,json/02986.json,2986,2,6.3,4.0 To 1.0,0.3,2,2,463.06,84.26,10.23,342,0.43,22355
Design Space,images/image_02987.png,images/analysis_02987.png,json/02987.json,2987,2,6.3,4.0 To 1.0,0.6,2,2,1266.95,96.94,20.13,369,0.4,22355
Design Space,images/image_02988.png,images/analysis_02988.png,json/02988.json,2988,3,6.3,4.0 To 1.0,0.05,0,2,277.10,66.04,7.24,404,0.2,22355
Design Space,images/image_02989.png,images/analysis_02989.png,json/02989.json,2989,3,6.3,4.0 To 1.0,0.15,0,2,388.19,72.05,9.45,360,0.23,22355
Design Space,images/image_02990.png,images/analysis_02990.png,json/02990.json,2990,3,6.3,4.0 To 1.0,0.3,0,2,666.03,74.9,11.14,280,0.31,22355
Design Space,images/image_02991.png,images/analysis_02991.png,json/02991.json,2991,3,6.3,4.0 To 1.0,0.6,0,2,415.78,73.96,22.6,211,0.36,22355
Design Space,images/image_02992.png,images/analysis_02992.png,json/02992.json,2992,3,6.3,4.0 To 1.0,0.05,1,2,659.69,72.9,8.06,384,0.19,22355
Design Space,images/image_02993.png,images/analysis_02993.png,json/02993.json,2993,3,6.3,4.0 To 1.0,0.15,1,2,306.97,74.12,9.46,310,0.21,22355
Design Space,images/image_02994.png,images/analysis_02994.png,json/02994.json,2994,3,6.3,4.0 To 1.0,0.3,1,2,880.01,76.94,10.85,259,0.14,22355
Design Space,images/image_02995.png,images/analysis_02995.png,json/02995.json,2995,3,6.3,4.0 To 1.0,0.6,1,2,891.43,71,25.58,224,0.17,22355
Design Space,images/image_02996.png,images/analysis_02996.png,json/02996.json,2996,3,6.3,4.0 To 1.0,0.05,2,2,890.77,73.57,8.02,421,0.21,22355
Design Space,images/image_02997.png,images/analysis_02997.png,json/02997.json,2997,3,6.3,4.0 To 1.0,0.15,2,2,233.50,73.96,7.2,378,0.23,22355
Design Space,images/image_02998.png,images/analysis_02998.png,json/02998.json,2998,3,6.3,4.0 To 1.0,0.3,2,2,1042.79,85.01,10.43,325,0.34,22355
Design Space,images/image_02999.png,images/analysis_02999.png,json/02999.json,2999,3,6.3,4.0 To 1.0,0.6,2,2,1053.35,91.65,18.65,319,0.39,22355
Design Space,images/image_03000.png,images/analysis_03000.png,json/03000.json,3000,4,6.3,4.0 To 1.0,0.05,0,2,373.05,70.88,6.36,304,0.29,22355
Design Space,images/image_03001.png,images/analysis_03001.png,json/03001.json,3001,4,6.3,4.0 To 1.0,0.15,0,2,509.46,71.02,9.3,277,0.3,22355
Design Space,images/image_03002.png,images/analysis_03002.png,json/03002.json,3002,4,6.3,4.0 To 1.0,0.3,0,2,278.15,78.3,10.49,242,0.28,22355
Design Space,images/image_03003.png,images/analysis_03003.png,json/03003.json,3003,4,6.3,4.0 To 1.0,0.6,0,2,990.38,78.6,21.39,175,0.43,22355
Design Space,images/image_03004.png,images/analysis_03004.png,json/03004.json,3004,4,6.3,4.0 To 1.0,0.05,1,2,512.82,68.88,7.92,305,0.27,22355
Design Space,images/image_03005.png,images/analysis_03005.png,json/03005.json,3005,4,6.3,4.0 To 1.0,0.15,1,2,546.75,72.89,9.05,287,0.26,22355
Design Space,images/image_03006.png,images/analysis_03006.png,json/03006.json,3006,4,6.3,4.0 To 1.0,0.3,1,2,809.96,80.12,10.44,215,0.22,22355
Design Space,images/image_03007.png,images/analysis_03007.png,json/03007.json,3007,4,6.3,4.0 To 1.0,0.6,1,2,592.04,76.11,23.1,173,0.21,22355
Design Space,images/image_03008.png,images/analysis_03008.png,json/03008.json,3008,4,6.3,4.0 To 1.0,0.05,2,2,605.38,71.76,8.89,320,0.27,22355
Design Space,images/image_03009.png,images/analysis_03009.png,json/03009.json,3009,4,6.3,4.0 To 1.0,0.15,2,2,264.82,71.36,7.27,285,0.29,22355
Design Space,images/image_03010.png,images/analysis_03010.png,json/03010.json,3010,4,6.3,4.0 To 1.0,0.3,2,2,1106.24,83.32,9.85,297,0.33,22355
Design Space,images/image_03011.png,images/analysis_03011.png,json/03011.json,3011,4,6.3,4.0 To 1.0,0.6,2,2,727.88,92.53,15.84,258,0.48,22355
Design Space,images/image_03012.png,images/analysis_03012.png,json/03012.json,3012,5,6.3,4.0 To 1.0,0.05,0,2,122.41,68.09,7.3,352,0.34,22355
Design Space,images/image_03013.png,images/analysis_03013.png,json/03013.json,3013,5,6.3,4.0 To 1.0,0.15,0,2,682.29,75.22,8.85,305,0.37,22355
Design Space,images/image_03014.png,images/analysis_03014.png,json/03014.json,3014,5,6.3,4.0 To 1.0,0.3,0,2,295.98,75.24,12.09,228,0.34,22355
Design Space,images/image_03015.png,images/analysis_03015.png,json/03015.json,3015,5,6.3,4.0 To 1.0,0.6,0,2,875.95,79.18,16.59,178,0.42,22355
Design Space,images/image_03016.png,images/analysis_03016.png,json/03016.json,3016,5,6.3,4.0 To 1.0,0.05,1,2,736.64,72.9,8.28,322,0.32,22355
Design Space,images/image_03017.png,images/analysis_03017.png,json/03017.json,3017,5,6.3,4.0 To 1.0,0.15,1,2,517.39,70.62,7.84,258,0.31,22355
Design Space,images/image_03018.png,images/analysis_03018.png,json/03018.json,3018,5,6.3,4.0 To 1.0,0.3,1,2,949.43,76.32,10.09,206,0.26,22355
Design Space,images/image_03019.png,images/analysis_03019.png,json/03019.json,3019,5,6.3,4.0 To 1.0,0.6,1,2,820.00,69.18,22.5,151,0.2,22355
Design Space,images/image_03020.png,images/analysis_03020.png,json/03020.json,3020,5,6.3,4.0 To 1.0,0.05,2,2,199.81,74.45,8.28,367,0.32,22355
Design Space,images/image_03021.png,images/analysis_03021.png,json/03021.json,3021,5,6.3,4.0 To 1.0,0.15,2,2,322.44,73.98,7.98,318,0.33,22355
Design Space,images/image_03022.png,images/analysis_03022.png,json/03022.json,3022,5,6.3,4.0 To 1.0,0.3,2,2,501.30,78.74,9.98,311,0.33,22355
Design Space,images/image_03023.png,images/analysis_03023.png,json/03023.json,3023,5,6.3,4.0 To 1.0,0.6,2,2,716.04,88.2,19.06,285,0.41,22355
Design Space,images/image_03024.png,images/analysis_03024.png,json/03024.json,3024,0,7.6,4.0 To 1.0,0.05,0,0,340.35,60.79,8.8,437,0.21,26968
Design Space,images/image_03025.png,images/analysis_03025.png,json/03025.json,3025,0,7.6,4.0 To 1.0,0.15,0,0,946.94,66.12,9.77,376,0.21,26968
Design Space,images/image_03026.png,images/analysis_03026.png,json/03026.json,3026,0,7.6,4.0 To 1.0,0.3,0,0,356.38,65.03,11.39,284,0.26,26968
Design Space,images/image_03027.png,images/analysis_03027.png,json/03027.json,3027,0,7.6,4.0 To 1.0,0.6,0,0,731.66,64.6,16.98,175,0.38,26968
Design Space,images/image_03028.png,images/analysis_03028.png,json/03028.json,3028,0,7.6,4.0 To 1.0,0.05,1,0,381.12,62.77,9.16,424,0.21,26968
Design Space,images/image_03029.png,images/analysis_03029.png,json/03029.json,3029,0,7.6,4.0 To 1.0,0.15,1,0,295.68,65.66,10.14,384,0.21,26968
Design Space,images/image_03030.png,images/analysis_03030.png,json/03030.json,3030,0,7.6,4.0 To 1.0,0.3,1,0,562.09,63.93,11.12,286,0.26,26968
Design Space,images/image_03031.png,images/analysis_03031.png,json/03031.json,3031,0,7.6,4.0 To 1.0,0.6,1,0,590.51,64.92,17.54,202,0.16,26968
Design Space,images/image_03032.png,images/analysis_03032.png,json/03032.json,3032,0,7.6,4.0 To 1.0,0.05,2,0,159.45,61.83,8.94,441,0.21,26968
Design Space,images/image_03033.png,images/analysis_03033.png,json/03033.json,3033,0,7.6,4.0 To 1.0,0.15,2,0,896.59,69.01,10,417,0.2,26968
Design Space,images/image_03034.png,images/analysis_03034.png,json/03034.json,3034,0,7.6,4.0 To 1.0,0.3,2,0,758.54,77.41,11.91,407,0.24,26968
Design Space,images/image_03035.png,images/analysis_03035.png,json/03035.json,3035,0,7.6,4.0 To 1.0,0.6,2,0,1018.74,89.42,16.42,320,0.37,26968
Design Space,images/image_03036.png,images/analysis_03036.png,json/03036.json,3036,1,7.6,4.0 To 1.0,0.05,0,0,191.40,57.43,9.13,454,0.21,26968
Design Space,images/image_03037.png,images/analysis_03037.png,json/03037.json,3037,1,7.6,4.0 To 1.0,0.15,0,0,456.78,58.54,10.7,383,0.17,26968
Design Space,images/image_03038.png,images/analysis_03038.png,json/03038.json,3038,1,7.6,4.0 To 1.0,0.3,0,0,794.72,56.73,13.42,293,0.26,26968
Design Space,images/image_03039.png,images/analysis_03039.png,json/03039.json,3039,1,7.6,4.0 To 1.0,0.6,0,0,640.96,56.46,20.98,190,0.35,26968
Design Space,images/image_03040.png,images/analysis_03040.png,json/03040.json,3040,1,7.6,4.0 To 1.0,0.05,1,0,188.01,58.71,9.26,440,0.17,26968
Design Space,images/image_03041.png,images/analysis_03041.png,json/03041.json,3041,1,7.6,4.0 To 1.0,0.15,1,0,665.74,56.31,10.1,346,0.17,26968
Design Space,images/image_03042.png,images/analysis_03042.png,json/03042.json,3042,1,7.6,4.0 To 1.0,0.3,1,0,914.60,58.48,11.8,302,0.17,26968
Design Space,images/image_03043.png,images/analysis_03043.png,json/03043.json,3043,1,7.6,4.0 To 1.0,0.6,1,0,715.71,61.24,19.36,188,0.16,26968
Design Space,images/image_03044.png,images/analysis_03044.png,json/03044.json,3044,1,7.6,4.0 To 1.0,0.05,2,0,185.18,59.5,9.09,444,0.2,26968
Design Space,images/image_03045.png,images/analysis_03045.png,json/03045.json,3045,1,7.6,4.0 To 1.0,0.15,2,0,565.41,64.26,9.93,427,0.27,26968
Design Space,images/image_03046.png,images/analysis_03046.png,json/03046.json,3046,1,7.6,4.0 To 1.0,0.3,2,0,931.17,70.07,12.15,385,0.32,26968
Design Space,images/image_03047.png,images/analysis_03047.png,json/03047.json,3047,1,7.6,4.0 To 1.0,0.6,2,0,1349.40,88.8,17.48,318,0.52,26968
Design Space,images/image_03048.png,images/analysis_03048.png,json/03048.json,3048,2,7.6,4.0 To 1.0,0.05,0,0,618.41,59.05,8.73,427,0.18,26968
Design Space,images/image_03049.png,images/analysis_03049.png,json/03049.json,3049,2,7.6,4.0 To 1.0,0.15,0,0,217.82,64.03,10.02,386,0.21,26968
Design Space,images/image_03050.png,images/analysis_03050.png,json/03050.json,3050,2,7.6,4.0 To 1.0,0.3,0,0,598.00,61.14,12.68,314,0.25,26968
Design Space,images/image_03051.png,images/analysis_03051.png,json/03051.json,3051,2,7.6,4.0 To 1.0,0.6,0,0,696.86,57.02,22.14,214,0.42,26968
Design Space,images/image_03052.png,images/analysis_03052.png,json/03052.json,3052,2,7.6,4.0 To 1.0,0.05,1,0,444.34,60.82,8.66,413,0.21,26968
Design Space,images/image_03053.png,images/analysis_03053.png,json/03053.json,3053,2,7.6,4.0 To 1.0,0.15,1,0,621.55,62.64,9.88,344,0.21,26968
Design Space,images/image_03054.png,images/analysis_03054.png,json/03054.json,3054,2,7.6,4.0 To 1.0,0.3,1,0,954.08,62.61,12.25,299,0.2,26968
Design Space,images/image_03055.png,images/analysis_03055.png,json/03055.json,3055,2,7.6,4.0 To 1.0,0.6,1,0,563.02,53.61,22.24,199,0.15,26968
Design Space,images/image_03056.png,images/analysis_03056.png,json/03056.json,3056,2,7.6,4.0 To 1.0,0.05,2,0,189.13,61.59,8.59,443,0.17,26968
Design Space,images/image_03057.png,images/analysis_03057.png,json/03057.json,3057,2,7.6,4.0 To 1.0,0.15,2,0,864.08,68.37,10.25,417,0.28,26968
Design Space,images/image_03058.png,images/analysis_03058.png,json/03058.json,3058,2,7.6,4.0 To 1.0,0.3,2,0,798.66,73,13.35,396,0.35,26968
Design Space,images/image_03059.png,images/analysis_03059.png,json/03059.json,3059,2,7.6,4.0 To 1.0,0.6,2,0,1213.51,82.88,18.62,332,0.43,26968
Design Space,images/image_03060.png,images/analysis_03060.png,json/03060.json,3060,3,7.6,4.0 To 1.0,0.05,0,0,716.82,63.3,8.57,447,0.14,26968
Design Space,images/image_03061.png,images/analysis_03061.png,json/03061.json,3061,3,7.6,4.0 To 1.0,0.15,0,0,288.51,63.74,10.32,416,0.15,26968
Design Space,images/image_03062.png,images/analysis_03062.png,json/03062.json,3062,3,7.6,4.0 To 1.0,0.3,0,0,300.06,63.13,12.6,308,0.3,26968
Design Space,images/image_03063.png,images/analysis_03063.png,json/03063.json,3063,3,7.6,4.0 To 1.0,0.6,0,0,1008.23,57.88,20.51,215,0.34,26968
Design Space,images/image_03064.png,images/analysis_03064.png,json/03064.json,3064,3,7.6,4.0 To 1.0,0.05,1,0,691.46,62.69,8.21,434,0.19,26968
Design Space,images/image_03065.png,images/analysis_03065.png,json/03065.json,3065,3,7.6,4.0 To 1.0,0.15,1,0,701.94,61.51,9.86,346,0.17,26968
Design Space,images/image_03066.png,images/analysis_03066.png,json/03066.json,3066,3,7.6,4.0 To 1.0,0.3,1,0,591.14,63.77,12,295,0.16,26968
Design Space,images/image_03067.png,images/analysis_03067.png,json/03067.json,3067,3,7.6,4.0 To 1.0,0.6,1,0,611.93,52.13,21.6,222,0.16,26968
Design Space,images/image_03068.png,images/analysis_03068.png,json/03068.json,3068,3,7.6,4.0 To 1.0,0.05,2,0,986.89,63.29,8.41,450,0.2,26968
Design Space,images/image_03069.png,images/analysis_03069.png,json/03069.json,3069,3,7.6,4.0 To 1.0,0.15,2,0,902.10,69.06,10.09,440,0.18,26968
Design Space,images/image_03070.png,images/analysis_03070.png,json/03070.json,3070,3,7.6,4.0 To 1.0,0.3,2,0,903.55,77.57,12.68,402,0.29,26968
Design Space,images/image_03071.png,images/analysis_03071.png,json/03071.json,3071,3,7.6,4.0 To 1.0,0.6,2,0,1218.49,84.48,17.73,331,0.46,26968
Design Space,images/image_03072.png,images/analysis_03072.png,json/03072.json,3072,4,7.6,4.0 To 1.0,0.05,0,0,529.37,55.69,8.67,375,0.22,26968
Design Space,images/image_03073.png,images/analysis_03073.png,json/03073.json,3073,4,7.6,4.0 To 1.0,0.15,0,0,288.43,56.73,9.86,364,0.26,26968
Design Space,images/image_03074.png,images/analysis_03074.png,json/03074.json,3074,4,7.6,4.0 To 1.0,0.3,0,0,866.52,60.61,12.69,300,0.25,26968
Design Space,images/image_03075.png,images/analysis_03075.png,json/03075.json,3075,4,7.6,4.0 To 1.0,0.6,0,0,366.96,56.45,20.3,203,0.42,26968
Design Space,images/image_03076.png,images/analysis_03076.png,json/03076.json,3076,4,7.6,4.0 To 1.0,0.05,1,0,372.80,58.24,8.79,363,0.25,26968
Design Space,images/image_03077.png,images/analysis_03077.png,json/03077.json,3077,4,7.6,4.0 To 1.0,0.15,1,0,556.13,56.98,9.95,335,0.25,26968
Design Space,images/image_03078.png,images/analysis_03078.png,json/03078.json,3078,4,7.6,4.0 To 1.0,0.3,1,0,708.09,58.03,12.05,274,0.25,26968
Design Space,images/image_03079.png,images/analysis_03079.png,json/03079.json,3079,4,7.6,4.0 To 1.0,0.6,1,0,724.49,62.11,18.35,195,0.22,26968
Design Space,images/image_03080.png,images/analysis_03080.png,json/03080.json,3080,4,7.6,4.0 To 1.0,0.05,2,0,700.81,56.95,8.62,386,0.26,26968
Design Space,images/image_03081.png,images/analysis_03081.png,json/03081.json,3081,4,7.6,4.0 To 1.0,0.15,2,0,636.05,63.57,9.88,402,0.28,26968
Design Space,images/image_03082.png,images/analysis_03082.png,json/03082.json,3082,4,7.6,4.0 To 1.0,0.3,2,0,854.94,75.17,11.27,395,0.32,26968
Design Space,images/image_03083.png,images/analysis_03083.png,json/03083.json,3083,4,7.6,4.0 To 1.0,0.6,2,0,1073.05,83.27,16.51,369,0.46,26968
Design Space,images/image_03084.png,images/analysis_03084.png,json/03084.json,3084,5,7.6,4.0 To 1.0,0.05,0,0,278.30,57.16,8.62,408,0.26,26968
Design Space,images/image_03085.png,images/analysis_03085.png,json/03085.json,3085,5,7.6,4.0 To 1.0,0.15,0,0,292.03,59.24,10.22,338,0.29,26968
Design Space,images/image_03086.png,images/analysis_03086.png,json/03086.json,3086,5,7.6,4.0 To 1.0,0.3,0,0,476.02,57.87,12.5,256,0.38,26968
Design Space,images/image_03087.png,images/analysis_03087.png,json/03087.json,3087,5,7.6,4.0 To 1.0,0.6,0,0,421.64,59.26,18.88,204,0.45,26968
Design Space,images/image_03088.png,images/analysis_03088.png,json/03088.json,3088,5,7.6,4.0 To 1.0,0.05,1,0,255.88,58.82,8.78,392,0.28,26968
Design Space,images/image_03089.png,images/analysis_03089.png,json/03089.json,3089,5,7.6,4.0 To 1.0,0.15,1,0,767.09,59.35,9.76,336,0.26,26968
Design Space,images/image_03090.png,images/analysis_03090.png,json/03090.json,3090,5,7.6,4.0 To 1.0,0.3,1,0,690.95,59.85,12.63,268,0.25,26968
Design Space,images/image_03091.png,images/analysis_03091.png,json/03091.json,3091,5,7.6,4.0 To 1.0,0.6,1,0,653.91,53.74,20.04,169,0.19,26968
Design Space,images/image_03092.png,images/analysis_03092.png,json/03092.json,3092,5,7.6,4.0 To 1.0,0.05,2,0,1019.02,58.15,8.45,416,0.28,26968
Design Space,images/image_03093.png,images/analysis_03093.png,json/03093.json,3093,5,7.6,4.0 To 1.0,0.15,2,0,396.68,65.93,9.7,410,0.3,26968
Design Space,images/image_03094.png,images/analysis_03094.png,json/03094.json,3094,5,7.6,4.0 To 1.0,0.3,2,0,741.13,69.75,11.66,421,0.39,26968
Design Space,images/image_03095.png,images/analysis_03095.png,json/03095.json,3095,5,7.6,4.0 To 1.0,0.6,2,0,1061.14,87.43,15.38,334,0.55,26968
Design Space,images/image_03096.png,images/analysis_03096.png,json/03096.json,3096,0,7.6,4.0 To 1.0,0.05,0,1,268.83,67.9,8.53,385,0.19,26968
Design Space,images/image_03097.png,images/analysis_03097.png,json/03097.json,3097,0,7.6,4.0 To 1.0,0.15,0,1,914.75,69.96,9.71,343,0.23,26968
